id_transaccion,id_cliente,monto,fecha,id_tienda
640,213,1097,2023-08-19 03:49:00,8
641,193,3413,2023-03-21 19:17:00,7
642,135,3191,2023-12-20 19:33:00,4
643,147,3230,2023-01-10 01:06:00,1
644,182,4539,2023-04-26 23:06:00,7
645,181,4644,2023-11-04 05:50:00,5
646,270,1952,2023-06-11 12:21:00,8
647,233,4490,2023-01-10 13:35:00,4
648,132,421,2023-03-13 23:25:00,3
649,252,4577,2023-03-01 06:21:00,4
650,169,2792,2023-02-27 06:06:00,4
651,197,1560,2023-05-22 01:32:00,1
652,151,3787,2023-10-13 16:47:00,6
653,133,4834,2023-10-25 13:41:00,8
654,158,4302,2023-10-29 09:22:00,10
655,116,2011,2023-12-03 01:03:00,4
656,128,2895,2023-10-16 08:30:00,10
657,158,2405,2023-05-05 12:24:00,4
658,154,1293,2023-03-14 11:55:00,2
659,208,677,2023-06-23 13:54:00,4
660,217,813,2023-05-18 00:40:00,6
661,182,1020,2023-08-03 19:21:00,4
662,228,3806,2023-01-14 11:45:00,7
663,277,3288,2023-08-18 21:59:00,6
664,117,4548,2023-07-02 19:08:00,9
665,187,1096,2023-08-20 09:33:00,2
666,122,3317,2023-01-16 19:16:00,4
667,278,4595,2023-08-31 19:24:00,1
668,218,3324,2023-01-03 14:14:00,1
669,244,3551,2023-05-04 07:46:00,6
670,260,887,2023-07-19 15:33:00,9
671,273,3071,2023-11-15 09:41:00,4
672,262,2546,2023-10-09 10:37:00,4
673,294,1495,2023-09-18 09:37:00,7
674,203,4431,2023-12-02 13:58:00,6
675,100,3674,2023-12-01 10:57:00,3
676,189,4707,2023-10-25 08:00:00,1
677,174,4550,2023-03-12 07:32:00,5
678,140,4391,2023-03-05 11:51:00,4
679,182,2530,2023-12-10 15:19:00,6
680,137,382,2023-10-20 23:01:00,6
681,158,818,2023-01-29 21:22:00,3
682,270,3570,2023-10-15 01:11:00,6
683,127,4055,2023-02-10 10:51:00,7
684,189,2208,2023-06-06 09:05:00,1
685,166,4675,2023-06-17 17:45:00,8
686,255,2305,2023-08-24 09:11:00,9
687,271,3447,2023-11-14 20:30:00,10
688,237,4237,2023-05-11 18:36:00,9
689,266,4886,2023-11-03 03:42:00,7
690,209,4083,2023-01-21 21:49:00,5
691,259,3610,2023-09-10 22:48:00,1
692,176,1145,2023-02-28 01:04:00,3
693,170,4507,2023-01-29 17:36:00,2
694,113,2746,2023-12-11 13:44:00,10
695,222,3824,2023-12-01 23:15:00,2
696,159,4951,2023-05-14 20:50:00,8
697,263,2144,2023-05-07 17:41:00,6
698,197,2936,2023-02-22 08:47:00,6
699,195,3272,2023-08-19 02:00:00,10
700,287,947,2023-12-21 13:23:00,5
701,182,871,2023-10-09 00:33:00,6
702,232,781,2023-08-02 15:48:00,3
703,148,542,2023-02-22 12:37:00,8
704,282,3752,2023-02-10 06:49:00,10
705,282,4714,2023-11-30 17:24:00,7
706,119,3469,2023-08-21 05:17:00,3
707,180,4819,2023-02-01 21:21:00,2
708,236,79,2023-02-15 05:04:00,7
709,166,557,2023-10-26 09:46:00,6
710,158,3326,2023-07-30 20:28:00,2
711,182,2503,2023-11-13 20:29:00,6
712,291,1172,2023-04-04 19:57:00,10
713,101,4856,2023-12-18 08:32:00,1
714,120,2229,2023-05-15 08:33:00,3
715,257,1724,2023-11-25 15:18:00,9
716,139,4019,2023-03-29 11:01:00,8
717,172,3325,2023-07-30 17:38:00,6
718,225,1239,2023-08-01 23:00:00,4
719,200,3541,2023-09-17 17:36:00,3
720,189,4115,2023-08-08 00:47:00,7
721,285,3419,2023-03-31 00:23:00,1
722,242,3703,2023-03-26 07:22:00,2
723,239,3115,2023-10-03 06:46:00,6
724,113,3730,2023-10-26 18:40:00,1
725,277,3115,2023-12-07 12:43:00,5
726,125,1514,2023-07-29 02:57:00,6
727,124,4075,2023-05-21 03:25:00,3
728,117,2097,2023-03-15 01:10:00,5
729,263,1777,2023-07-09 08:05:00,9
730,236,1982,2023-11-23 17:56:00,3
731,256,2989,2023-09-07 00:51:00,6
732,130,585,2023-01-03 18:29:00,6
733,244,2363,2023-07-24 13:03:00,1
734,203,4085,2023-11-11 03:08:00,4
735,130,2108,2023-07-29 04:01:00,3
736,270,1918,2023-07-03 00:23:00,7
737,260,2524,2023-05-06 22:11:00,4
738,165,2996,2023-12-18 07:19:00,2
739,259,4366,2023-04-09 00:23:00,5
740,225,4083,2023-02-20 21:42:00,6
741,124,3821,2023-01-27 22:07:00,2
742,154,3290,2023-10-25 14:19:00,6
743,249,1693,2023-04-24 14:58:00,10
744,132,2389,2023-02-01 18:18:00,3
745,296,2217,2023-07-01 07:59:00,10
746,207,1648,2023-01-11 01:17:00,5
747,141,3327,2023-10-21 02:32:00,9
748,165,2465,2023-08-27 22:17:00,4
749,159,4569,2023-08-09 09:51:00,2
750,260,4948,2023-09-10 04:03:00,6
751,282,195,2023-11-12 03:37:00,5
752,238,3156,2023-10-10 07:35:00,10
753,236,4434,2023-02-17 03:51:00,10
754,250,4566,2023-01-02 03:27:00,6
755,263,1054,2023-10-30 05:14:00,10
756,258,3987,2023-02-11 12:21:00,6
757,155,2194,2023-01-02 16:46:00,1
758,225,924,2023-04-20 21:48:00,2
759,207,2109,2023-06-27 17:57:00,9
760,278,1155,2023-07-05 23:09:00,1
761,256,837,2023-05-12 09:46:00,5
762,110,3842,2023-09-07 20:13:00,7
763,182,3512,2023-09-17 18:24:00,3
764,108,3928,2023-12-14 01:50:00,10
765,165,2558,2023-05-30 16:20:00,2
766,174,734,2023-01-07 15:56:00,7
767,248,1573,2023-04-19 02:48:00,7
768,250,1668,2023-05-01 20:34:00,4
769,174,2834,2023-05-29 23:37:00,6
770,104,3244,2023-10-04 01:00:00,5
771,124,2833,2023-01-28 00:23:00,7
772,298,891,2023-09-25 03:34:00,1
773,144,2441,2023-07-10 01:05:00,8
774,222,4401,2023-01-02 06:45:00,3
775,185,3693,2023-05-29 11:24:00,2
776,135,2148,2023-03-28 03:00:00,6
777,218,1886,2023-03-14 00:31:00,6
778,185,3988,2023-03-05 23:46:00,2
779,141,3809,2023-10-30 01:51:00,2
780,134,2897,2023-07-15 23:08:00,3
781,198,2967,2023-10-15 17:29:00,9
782,161,2388,2023-07-18 12:01:00,2
783,204,2573,2023-12-20 12:32:00,2
784,178,4567,2023-03-04 07:03:00,10
785,200,1077,2023-12-05 13:13:00,8
786,189,2399,2023-02-24 17:47:00,8
787,254,3324,2023-04-09 14:07:00,6
788,186,3704,2023-05-06 20:52:00,1
789,174,2875,2023-06-12 00:31:00,3
790,135,1568,2023-02-22 01:41:00,2
791,177,2247,2023-04-28 19:02:00,7
792,294,1931,2023-12-22 11:12:00,3
793,107,339,2023-08-29 02:43:00,2
794,193,4564,2023-09-15 18:59:00,10
795,116,1453,2023-07-18 09:06:00,3
796,204,671,2023-10-26 22:13:00,6
797,149,1155,2023-02-14 01:51:00,6
798,197,4312,2023-03-03 22:44:00,2
799,252,2378,2023-01-22 14:43:00,2
800,145,2447,2023-12-01 15:31:00,6
801,110,471,2023-02-02 16:50:00,10
802,216,2977,2023-08-05 08:46:00,5
803,155,1978,2023-01-04 03:53:00,3
804,186,1799,2023-06-21 20:29:00,3
805,175,2981,2023-02-11 21:31:00,5
806,115,1733,2023-04-16 22:29:00,2
807,138,627,2023-09-17 19:13:00,4
808,197,222,2023-04-22 09:48:00,10
809,147,4953,2023-05-01 14:11:00,7
810,288,2737,2023-11-25 00:13:00,5
811,152,4752,2023-06-23 05:41:00,3
812,192,2104,2023-06-09 00:31:00,10
813,223,2035,2023-05-27 01:25:00,7
814,297,4929,2023-09-04 09:43:00,3
815,237,4749,2023-12-24 13:55:00,7
816,287,2122,2023-08-13 21:43:00,4
817,278,3528,2023-02-27 22:33:00,10
818,240,3986,2023-03-11 23:10:00,2
819,185,4427,2023-09-21 19:43:00,8
820,184,3657,2023-02-16 05:45:00,2
821,243,1934,2023-02-08 04:58:00,10
822,195,1573,2023-03-27 22:58:00,8
823,282,814,2023-04-22 04:31:00,1
824,228,2682,2023-12-23 09:57:00,4
825,111,2307,2023-03-06 11:09:00,7
826,261,1570,2023-03-20 15:30:00,8
827,270,2882,2023-12-05 12:23:00,2
828,147,2430,2023-05-25 07:58:00,6
829,280,4837,2023-03-01 23:17:00,4
830,120,1576,2023-08-26 06:24:00,1
831,231,1578,2023-07-26 11:03:00,6
832,186,2245,2023-11-23 11:24:00,7
833,184,179,2023-10-18 04:12:00,8
834,240,2684,2023-10-20 22:34:00,3
835,271,1158,2023-08-29 08:39:00,5
836,214,623,2023-06-02 07:57:00,4
837,185,2923,2023-09-15 13:43:00,4
838,300,3288,2023-01-28 13:09:00,1
839,152,4476,2023-12-01 02:10:00,5
840,160,4932,2023-08-29 07:15:00,8
841,155,2763,2023-07-30 05:40:00,5
842,143,3559,2023-09-06 00:46:00,2
843,178,3425,2023-03-30 10:43:00,10
844,170,3409,2023-03-13 01:09:00,9
845,163,1775,2023-08-12 00:19:00,9
846,238,4499,2023-10-11 07:57:00,2
847,205,3922,2023-07-19 15:03:00,9
848,226,4344,2023-03-26 10:41:00,9
849,221,3116,2023-08-11 01:02:00,6
850,125,4615,2023-04-30 06:54:00,4
851,249,1931,2023-04-25 06:03:00,7
852,214,3174,2023-05-05 13:07:00,10
853,268,2559,2023-03-03 22:13:00,5
854,118,3595,2023-06-07 17:45:00,2
855,210,2161,2023-04-21 02:00:00,4
856,157,4156,2023-06-12 20:58:00,10
857,213,797,2023-07-10 18:40:00,2
858,254,1930,2023-06-15 19:45:00,7
859,300,175,2023-04-13 02:55:00,8
860,100,3142,2023-03-05 04:57:00,9
861,259,3664,2023-03-04 06:09:00,6
862,252,3330,2023-07-06 08:42:00,7
863,148,1935,2023-06-04 21:53:00,1
864,156,959,2023-12-11 11:15:00,2
865,161,2542,2023-05-08 06:32:00,3
866,265,4462,2023-03-21 22:49:00,6
867,148,789,2023-06-13 23:42:00,6
868,159,3151,2023-05-16 00:49:00,5
869,284,2789,2023-01-13 10:41:00,10
870,270,3635,2023-05-09 16:29:00,4
871,276,2807,2023-03-27 22:11:00,7
872,190,3290,2023-04-22 11:28:00,3
873,129,3258,2023-10-02 03:02:00,8
874,198,4126,2023-05-31 01:13:00,3
875,252,4405,2023-10-19 22:15:00,5
876,207,95,2023-05-16 19:03:00,9
877,234,3107,2023-08-17 03:42:00,8
878,281,4114,2023-02-08 14:43:00,3
879,144,3449,2023-07-21 07:11:00,4
880,236,1636,2023-10-24 14:24:00,7
881,250,3088,2023-05-11 08:07:00,7
882,271,4559,2023-12-15 13:19:00,3
883,145,4141,2023-12-02 17:03:00,3
884,277,4096,2023-04-18 21:22:00,1
885,264,2357,2023-02-28 12:00:00,8
886,272,2806,2023-05-06 10:08:00,10
887,256,952,2023-05-12 23:00:00,7
888,131,356,2023-03-24 10:42:00,5
889,269,816,2023-08-31 00:17:00,6
890,196,658,2023-04-10 04:49:00,2
891,226,3806,2023-11-21 11:34:00,1
892,120,549,2023-09-20 19:29:00,2
893,245,3308,2023-12-10 02:43:00,5
894,248,736,2023-09-23 07:15:00,4
895,213,606,2023-06-22 10:18:00,1
896,253,2387,2023-09-21 18:59:00,4
897,101,371,2023-03-07 07:37:00,7
898,117,4551,2023-11-01 03:23:00,4
899,181,3782,2023-01-05 20:05:00,2
900,185,1003,2023-07-12 12:30:00,2
901,142,2200,2023-10-05 15:08:00,6
902,299,3163,2023-03-08 12:41:00,8
903,132,3650,2023-10-17 18:36:00,4
904,271,4280,2023-12-29 03:33:00,2
905,280,461,2023-01-10 19:53:00,2
906,107,709,2023-08-26 11:05:00,1
907,114,3733,2023-08-22 08:51:00,3
908,238,4064,2023-01-19 11:24:00,4
909,127,1677,2023-10-10 16:49:00,5
910,266,4947,2023-12-03 22:54:00,9
911,240,2917,2023-11-23 19:38:00,3
912,135,3186,2023-01-15 20:07:00,10
913,266,1597,2023-12-03 07:34:00,5
914,300,4975,2023-05-07 23:50:00,1
915,238,2410,2023-01-30 02:26:00,4
916,126,4119,2023-12-01 15:37:00,5
917,136,4604,2023-01-17 05:31:00,4
918,141,346,2023-02-08 06:00:00,6
919,242,4855,2023-09-27 16:29:00,6
920,104,2807,2023-10-14 16:32:00,9
921,275,277,2023-02-05 15:49:00,1
922,223,2998,2023-09-18 07:26:00,5
923,221,3743,2023-11-05 09:20:00,7
924,234,424,2023-07-01 10:39:00,7
925,248,1069,2023-09-14 14:11:00,3
926,203,3447,2023-07-15 16:49:00,8
927,249,2464,2023-07-02 15:47:00,10
928,229,1647,2023-02-13 10:03:00,4
929,279,868,2023-04-28 06:27:00,2
930,206,328,2023-09-07 11:29:00,4
931,108,3448,2023-04-12 22:09:00,4
932,148,3457,2023-11-29 14:03:00,2
933,220,4199,2023-05-29 17:31:00,5
934,182,3351,2023-08-08 10:54:00,9
935,218,1808,2023-08-13 02:28:00,8
936,247,2513,2023-08-16 12:46:00,5
937,129,2221,2023-02-27 07:34:00,6
938,206,2750,2023-06-08 07:39:00,5
939,141,2090,2023-09-08 01:03:00,7
940,264,3120,2023-03-21 04:59:00,4
941,254,529,2023-04-06 14:48:00,4
942,136,2575,2023-02-09 23:52:00,5
943,245,2729,2023-02-21 08:57:00,8
944,287,4189,2023-02-25 22:48:00,10
945,147,289,2023-04-10 12:12:00,1
946,246,782,2023-03-18 10:44:00,8
947,212,2591,2023-05-15 16:50:00,5
948,110,486,2023-09-07 08:39:00,5
949,127,4775,2023-10-25 14:16:00,1
950,158,370,2023-06-19 20:08:00,8
951,287,1496,2023-01-30 09:27:00,1
952,196,1507,2023-10-27 14:54:00,1
953,135,89,2023-01-03 10:24:00,9
954,247,3474,2023-04-19 00:11:00,9
955,105,4169,2023-06-07 02:59:00,4
956,212,762,2023-02-23 03:17:00,8
957,139,3798,2023-03-03 20:38:00,2
958,139,3179,2023-06-25 06:49:00,4
959,259,2938,2023-09-27 00:10:00,7
960,287,2361,2023-10-30 04:29:00,3
961,249,589,2023-03-13 17:19:00,10
962,169,997,2023-02-24 16:51:00,2
963,284,3803,2023-09-20 03:06:00,9
964,138,262,2023-05-15 04:43:00,2
965,257,3311,2023-09-28 23:32:00,3
966,285,3846,2023-02-26 09:43:00,8
967,162,2773,2023-11-12 13:33:00,2
968,239,3882,2023-06-12 15:54:00,5
969,131,4826,2023-08-25 18:35:00,5
970,271,4512,2023-08-23 10:13:00,8
971,145,2271,2023-11-21 03:52:00,9
972,220,604,2023-06-02 05:09:00,2
973,229,1319,2023-02-21 17:31:00,4
974,136,155,2023-08-26 11:17:00,8
975,137,2535,2023-02-09 08:30:00,5
976,197,3551,2023-09-08 09:10:00,10
977,267,1492,2023-11-01 23:50:00,9
978,122,3736,2023-02-12 05:41:00,8
979,185,1979,2023-12-08 20:20:00,1
980,201,4023,2023-11-23 15:22:00,2
981,266,1051,2023-09-24 00:10:00,5
982,104,2867,2023-06-02 21:12:00,8
983,104,3843,2023-02-04 18:02:00,2
984,105,854,2023-09-28 05:00:00,3
985,274,249,2023-02-12 18:11:00,7
986,102,199,2023-03-06 09:22:00,8
987,231,2988,2023-11-19 12:21:00,9
988,124,2579,2023-08-15 09:53:00,7
989,295,929,2023-08-13 04:37:00,6
990,223,3246,2023-10-09 00:25:00,6
991,202,3556,2023-01-21 21:34:00,9
992,112,4287,2023-05-24 13:53:00,3
993,144,440,2023-06-18 17:25:00,1
994,136,1025,2023-11-11 19:08:00,7
995,204,3639,2023-04-17 20:49:00,5
996,238,930,2023-07-14 21:18:00,1
997,276,919,2023-11-29 06:39:00,3
998,151,1703,2023-12-26 02:58:00,3
999,167,4554,2023-04-19 15:06:00,9
1000,202,2224,2023-04-04 15:42:00,6
