id_transaccion,id_cliente,id_producto,monto,fecha,id_tienda,edad,ingresos,puntos_lealtad,pais,cliente_premium,categoria_monto,stock,precio,estado_stock,utilidad_estimada,registros_api,ultimo_registro_api,fuente_api,producto_web,precio_web,disponibilidad_web,rating_web,fuente_web,logs_total,logs_error,logs_timeout,tiempo_promedio_ms,origen_integrado
466,168,466,4449,2025-09-25,2,56,41170,2577,México,Sí,Alto,268,599.0,Disponible,3850.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
467,362,467,2150,2025-10-13,7,23,13521,833,México,No,Alto,313,1167.0,Disponible,983.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
468,490,468,2982,2026-05-15,4,35,6529,379,México,No,Alto,225,1366.0,Disponible,1616.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
469,629,469,3657,2025-12-07,3,25,30839,2063,México,Sí,Alto,14,633.0,Disponible,3024.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
470,348,470,3010,2025-06-01,1,58,19758,1081,México,Sí,Alto,273,230.0,Disponible,2780.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
471,699,471,3339,2025-11-10,7,64,40863,547,México,No,Alto,330,1518.0,Disponible,1821.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
472,499,472,602,2026-02-24,6,63,5043,573,USA,No,Medio,66,1123.0,Disponible,-521.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
473,256,473,2389,2025-11-10,1,62,23555,2273,México,Sí,Alto,402,1305.0,Disponible,1084.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
474,406,474,1330,2025-07-03,2,53,7551,281,USA,No,Medio,442,1969.0,Disponible,-639.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
475,743,475,4081,2025-12-13,2,53,32688,1473,México,Sí,Alto,105,1813.0,Disponible,2268.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
476,138,476,588,2026-01-21,4,45,16256,1991,USA,Sí,Medio,311,1290.0,Disponible,-702.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
477,601,477,116,2026-02-15,10,38,5630,575,México,No,Bajo,342,488.0,Disponible,-372.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
478,540,478,763,2025-05-30,6,59,39690,2249,México,Sí,Medio,286,446.0,Disponible,317.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
479,993,479,4849,2025-08-19,2,48,19122,1270,México,Sí,Alto,359,22.0,Disponible,4827.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
480,640,480,2099,2026-04-10,8,25,28342,1552,México,Sí,Alto,333,587.0,Disponible,1512.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
481,962,481,3283,2026-04-06,4,19,5657,2234,México,Sí,Alto,491,904.0,Disponible,2379.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
482,568,482,3779,2025-12-08,9,48,48493,202,México,No,Alto,111,1784.0,Disponible,1995.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
483,383,483,603,2026-04-14,6,46,35224,1323,México,Sí,Medio,115,296.0,Disponible,307.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
484,962,484,3071,2025-07-25,6,19,5657,2234,México,Sí,Alto,79,78.0,Disponible,2993.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
485,667,485,3857,2025-06-20,3,18,22747,1138,México,Sí,Alto,254,820.0,Disponible,3037.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
486,708,486,3403,2026-03-16,8,40,48334,1351,México,Sí,Alto,223,324.0,Disponible,3079.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
487,964,487,2427,2025-06-08,1,19,44200,273,México,No,Alto,473,1288.0,Disponible,1139.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
488,682,488,2111,2025-09-01,6,34,12822,196,México,No,Alto,204,376.0,Disponible,1735.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
489,299,489,1193,2025-10-14,3,23,34748,2517,México,Sí,Medio,370,302.0,Disponible,891.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
490,871,490,3525,2025-12-23,4,30,36116,1563,México,Sí,Alto,332,14.0,Disponible,3511.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
491,418,491,4825,2025-08-12,4,58,29443,2674,México,Sí,Alto,96,917.0,Disponible,3908.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
492,60,492,4397,2025-11-12,6,45,38939,137,México,No,Alto,206,501.0,Disponible,3896.0,1,59,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
493,772,493,4778,2025-06-16,10,46,45241,2772,México,Sí,Alto,294,1087.0,Disponible,3691.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
494,600,494,4798,2025-08-30,8,43,27094,709,México,No,Alto,382,1382.0,Disponible,3416.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
495,387,495,769,2025-12-02,7,22,38335,2070,USA,Sí,Medio,107,455.0,Disponible,314.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
496,688,496,4328,2026-02-09,4,19,22280,547,USA,No,Alto,98,393.0,Disponible,3935.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
497,243,497,3422,2026-01-28,5,23,48734,2399,México,Sí,Alto,2,901.0,Disponible,2521.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
498,796,498,3854,2025-08-11,5,29,8156,1516,México,Sí,Alto,9,539.0,Disponible,3315.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
499,666,499,3498,2026-02-18,6,64,5335,845,USA,No,Alto,295,1466.0,Disponible,2032.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
500,890,500,4087,2025-09-22,4,54,38701,2597,México,Sí,Alto,39,1730.0,Disponible,2357.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
501,727,501,4453,2026-01-01,7,36,46819,2051,México,Sí,Alto,16,1422.0,Disponible,3031.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
502,48,502,154,2026-02-18,2,50,29478,380,México,No,Bajo,247,1234.0,Disponible,-1080.0,1,47,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
503,725,503,1069,2025-05-28,4,35,40680,989,USA,No,Medio,460,873.0,Disponible,196.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
504,457,504,3069,2026-04-11,1,40,45270,2948,México,Sí,Alto,211,1086.0,Disponible,1983.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
505,535,505,3081,2025-09-13,8,32,48718,2734,México,Sí,Alto,270,662.0,Disponible,2419.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
506,323,506,4981,2025-05-30,5,28,25689,2020,México,Sí,Alto,483,743.0,Disponible,4238.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
507,691,507,1849,2025-05-28,9,25,23287,144,México,No,Medio,225,1223.0,Disponible,626.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
508,457,508,3274,2026-04-22,3,40,45270,2948,México,Sí,Alto,260,233.0,Disponible,3041.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
509,212,509,2865,2025-12-16,1,21,35974,1658,México,Sí,Alto,284,341.0,Disponible,2524.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
510,914,510,2359,2026-04-15,9,58,30747,2582,México,Sí,Alto,31,1251.0,Disponible,1108.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
511,700,511,2212,2026-01-21,8,64,5742,2265,México,Sí,Alto,232,966.0,Disponible,1246.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
512,773,512,4399,2026-01-31,8,27,13370,964,México,No,Alto,215,584.0,Disponible,3815.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
513,701,513,4126,2026-04-02,9,40,28671,1506,USA,Sí,Alto,131,1454.0,Disponible,2672.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
514,809,514,4364,2025-07-24,7,65,12603,779,USA,No,Alto,225,405.0,Disponible,3959.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
515,533,515,3181,2026-01-12,6,18,9775,18,México,No,Alto,319,139.0,Disponible,3042.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
516,590,516,2314,2025-10-01,2,25,37181,1698,USA,Sí,Alto,449,903.0,Disponible,1411.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
517,105,517,2402,2025-12-23,10,33,11282,190,México,No,Alto,241,1790.0,Disponible,612.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
518,794,518,365,2026-02-23,6,41,33754,2651,México,Sí,Bajo,50,287.0,Disponible,78.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
519,19,519,3570,2025-12-27,4,18,15290,472,USA,No,Alto,111,1256.0,Disponible,2314.0,1,18,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
520,569,520,4225,2025-06-07,2,40,20433,1559,México,Sí,Alto,421,1758.0,Disponible,2467.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
521,494,521,1687,2026-04-23,3,63,33640,532,México,No,Medio,118,1452.0,Disponible,235.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
522,961,522,4563,2026-01-22,2,57,17122,1259,México,Sí,Alto,292,473.0,Disponible,4090.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
523,398,523,3041,2025-05-20,5,23,36059,853,USA,No,Alto,442,1897.0,Disponible,1144.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
524,672,524,1239,2025-07-20,10,25,30257,1104,USA,Sí,Medio,152,1555.0,Disponible,-316.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
525,511,525,2202,2026-05-10,2,46,12209,148,México,No,Alto,121,1926.0,Disponible,276.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
526,934,526,3510,2026-02-16,8,31,6023,2845,México,Sí,Alto,146,1623.0,Disponible,1887.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
527,934,527,2227,2025-06-09,3,31,6023,2845,México,Sí,Alto,305,337.0,Disponible,1890.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
528,601,528,3947,2025-12-14,8,38,5630,575,México,No,Alto,225,1901.0,Disponible,2046.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
529,262,529,4699,2025-08-14,4,44,10318,2926,USA,Sí,Alto,68,1478.0,Disponible,3221.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
530,230,530,1200,2025-11-12,9,22,17157,985,USA,No,Medio,289,1433.0,Disponible,-233.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
531,860,531,3350,2025-06-14,10,59,17544,95,México,No,Alto,286,1063.0,Disponible,2287.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
532,326,532,1790,2026-02-25,6,20,5315,2160,USA,Sí,Medio,327,694.0,Disponible,1096.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
533,233,533,2355,2026-03-10,4,42,18358,788,México,No,Alto,42,588.0,Disponible,1767.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
534,213,534,663,2025-11-29,10,51,24819,1846,México,Sí,Medio,283,672.0,Disponible,-9.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
535,973,535,1435,2025-11-28,6,23,13458,560,México,No,Medio,151,58.0,Disponible,1377.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
536,981,536,1946,2026-02-14,2,35,13197,910,USA,No,Medio,283,161.0,Disponible,1785.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
537,71,537,2894,2026-02-07,1,61,13207,865,México,No,Alto,93,421.0,Disponible,2473.0,1,70,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
538,136,538,4317,2025-12-05,10,64,38475,1183,México,Sí,Alto,205,170.0,Disponible,4147.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
539,186,539,889,2025-09-10,10,32,42941,2872,México,Sí,Medio,163,498.0,Disponible,391.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
540,761,540,3438,2026-02-02,8,28,30927,2244,México,Sí,Alto,10,421.0,Disponible,3017.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
541,808,541,4590,2026-01-05,1,50,19786,1403,USA,Sí,Alto,348,742.0,Disponible,3848.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
542,969,542,2533,2026-02-24,9,48,47288,2524,México,Sí,Alto,40,1725.0,Disponible,808.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
543,222,543,872,2025-10-22,7,60,21725,1688,México,Sí,Medio,146,581.0,Disponible,291.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
544,329,544,1828,2025-05-25,6,20,42290,1260,México,Sí,Medio,490,984.0,Disponible,844.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
545,765,545,231,2025-11-19,9,60,28896,357,USA,No,Bajo,259,940.0,Disponible,-709.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
546,274,546,3022,2026-01-15,9,46,32023,2591,USA,Sí,Alto,57,1993.0,Disponible,1029.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
547,533,547,1229,2026-02-01,8,18,9775,18,México,No,Medio,236,1765.0,Disponible,-536.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
548,996,548,2070,2025-11-25,9,63,24280,336,USA,No,Alto,142,1504.0,Disponible,566.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
549,111,549,796,2025-08-26,10,23,43946,2787,México,Sí,Medio,244,74.0,Disponible,722.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
550,23,550,2866,2025-11-13,1,37,18217,2140,USA,Sí,Alto,187,1744.0,Disponible,1122.0,1,22,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
551,690,551,3261,2025-12-15,1,32,22424,1901,México,Sí,Alto,386,1631.0,Disponible,1630.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
552,400,552,619,2025-06-13,6,63,13344,1078,México,Sí,Medio,390,1056.0,Disponible,-437.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
553,935,553,3391,2026-02-12,9,43,8016,1837,México,Sí,Alto,158,270.0,Disponible,3121.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
554,121,554,446,2025-09-08,9,49,22929,615,USA,No,Bajo,66,1000.0,Disponible,-554.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
555,857,555,4618,2026-03-02,3,44,43295,1344,México,Sí,Alto,10,271.0,Disponible,4347.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
556,774,556,2901,2026-05-14,8,55,40030,1635,México,Sí,Alto,91,348.0,Disponible,2553.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
557,38,557,4533,2026-02-08,9,44,24822,153,México,No,Alto,159,660.0,Disponible,3873.0,1,37,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
558,910,558,4319,2025-06-02,8,38,18766,2825,México,Sí,Alto,296,1958.0,Disponible,2361.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
559,889,559,1493,2025-09-06,3,44,38312,890,México,No,Medio,208,1771.0,Disponible,-278.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
560,639,560,4116,2026-02-13,3,34,13828,1321,USA,Sí,Alto,314,560.0,Disponible,3556.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
561,922,561,2783,2025-06-08,1,45,25485,1114,México,Sí,Alto,53,1937.0,Disponible,846.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
562,238,562,3365,2026-02-23,6,52,13284,1350,USA,Sí,Alto,173,413.0,Disponible,2952.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
563,931,563,3820,2025-09-10,3,56,44745,1087,México,Sí,Alto,209,250.0,Disponible,3570.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
564,553,564,813,2025-12-10,9,60,16125,2775,México,Sí,Medio,290,1921.0,Disponible,-1108.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
565,983,565,2399,2025-12-30,5,43,38115,2324,México,Sí,Alto,95,379.0,Disponible,2020.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
566,424,566,4761,2025-10-22,4,26,26797,2359,México,Sí,Alto,483,727.0,Disponible,4034.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
567,918,567,1979,2026-04-01,6,41,15225,1712,USA,Sí,Medio,406,570.0,Disponible,1409.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
568,28,568,1299,2025-11-11,7,62,33392,2793,México,Sí,Medio,336,204.0,Disponible,1095.0,1,27,Demo local,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
569,461,569,2486,2025-08-19,8,23,25018,213,USA,No,Alto,446,452.0,Disponible,2034.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
570,428,570,2094,2025-10-08,3,58,17802,2818,México,Sí,Alto,483,1448.0,Disponible,646.0,0,0,Sin API,Sin producto web,0.0,Sin dato,Sin rating,Sin web scraping,2000.0,681.0,650.0,405.71,CSV + JSON + TXT + API REST + Web Scraping
